,index,Male,Black_Hair
15007,158508.jpg,0,0
15008,076461.jpg,0,0
15009,183972.jpg,0,0
15010,121387.jpg,1,0
15011,192415.jpg,0,0
15012,172142.jpg,0,0
15013,092945.jpg,1,1
15014,091806.jpg,0,0
15015,117937.jpg,1,1
15016,190679.jpg,0,0
15017,183550.jpg,0,0
15018,112494.jpg,0,0
15019,096774.jpg,1,0
15020,099637.jpg,1,0
15021,024493.jpg,0,0
15022,175222.jpg,0,0
15023,084397.jpg,0,0
15024,176703.jpg,1,1
15025,083565.jpg,0,0
15026,120109.jpg,0,0
15027,096191.jpg,0,0
15028,185382.jpg,0,0
15029,197096.jpg,1,0
15030,170583.jpg,0,0
15031,135570.jpg,1,0
15032,123531.jpg,1,0
15033,186965.jpg,0,1
15034,199883.jpg,0,0
15035,086742.jpg,0,0
15036,050830.jpg,0,0
15037,065765.jpg,0,0
15038,124829.jpg,1,1
15039,075908.jpg,0,0
15040,061493.jpg,0,0
15041,065645.jpg,0,0
15042,025595.jpg,1,0
15043,103789.jpg,0,0
15044,016289.jpg,0,0
15045,094052.jpg,0,0
15046,172861.jpg,0,0
15047,162436.jpg,0,0
15048,095095.jpg,0,0
15049,190967.jpg,0,1
15050,194983.jpg,1,0
15051,178455.jpg,0,1
15052,080157.jpg,0,0
15053,143874.jpg,0,1
15054,142793.jpg,0,0
15055,183608.jpg,0,0
15056,077732.jpg,0,0
15057,033996.jpg,0,0
15058,022955.jpg,0,0
15059,093850.jpg,0,0
15060,027569.jpg,0,0
15061,051198.jpg,1,0
15062,010659.jpg,0,0
15063,016042.jpg,1,0
15064,148403.jpg,0,0
15065,036685.jpg,0,0
15066,180933.jpg,0,0
15067,055019.jpg,0,0
15068,135087.jpg,0,0
15069,023495.jpg,0,0
15070,152684.jpg,0,0
15071,027389.jpg,0,0
15072,191527.jpg,0,0
15073,113816.jpg,0,1
15074,193267.jpg,0,0
15075,079531.jpg,0,0
15076,045681.jpg,0,0
15077,193879.jpg,0,0
15078,166595.jpg,1,0
15079,079129.jpg,0,0
15080,125144.jpg,0,0
15081,037574.jpg,0,1
15082,008369.jpg,0,0
15083,150672.jpg,0,0
15084,037498.jpg,0,0
15085,111494.jpg,0,0
15086,001508.jpg,0,0
15087,034637.jpg,0,0
15088,046428.jpg,0,0
15089,134309.jpg,0,0
15090,030395.jpg,0,0
15091,091214.jpg,0,0
15092,198863.jpg,0,0
15093,013331.jpg,0,1
15094,010185.jpg,0,0
15095,077779.jpg,0,0
15096,189914.jpg,0,1
15097,073032.jpg,0,0
15098,145382.jpg,1,0
15099,123582.jpg,0,0
15100,032611.jpg,1,1
15101,012620.jpg,0,1
15102,137831.jpg,0,0
15103,030413.jpg,0,0
15104,009739.jpg,0,0
15105,201006.jpg,0,1
15106,031675.jpg,0,0
15107,142374.jpg,0,0
15108,046267.jpg,0,0
15109,098618.jpg,1,0
15110,139134.jpg,0,0
15111,078154.jpg,0,0
15112,059571.jpg,1,0
15113,154096.jpg,0,1
15114,019539.jpg,1,0
15115,000882.jpg,0,0
15116,039801.jpg,0,0
15117,106930.jpg,1,1
15118,081781.jpg,0,0
15119,004170.jpg,0,0
15120,099474.jpg,0,1
15121,149216.jpg,1,0
15122,176711.jpg,1,0
15123,052888.jpg,0,1
15124,140967.jpg,0,0
15125,024011.jpg,0,1
15126,178281.jpg,0,0
15127,194217.jpg,0,0
15128,090963.jpg,0,0
15129,107371.jpg,0,0
15130,166879.jpg,0,0
15131,067965.jpg,0,0
15132,109867.jpg,1,0
15133,037278.jpg,0,0
15134,069070.jpg,0,0
15135,085260.jpg,1,1
15136,074204.jpg,1,1
15137,038642.jpg,0,0
15138,018872.jpg,0,0
15139,118906.jpg,0,0
15140,000776.jpg,0,0
15141,186961.jpg,1,1
15142,167031.jpg,0,0
15143,099145.jpg,0,0
15144,168459.jpg,0,0
15145,004160.jpg,0,0
15146,046093.jpg,1,0
15147,030445.jpg,0,0
15148,045670.jpg,0,0
15149,053684.jpg,0,0
15150,081889.jpg,0,0
15151,072861.jpg,1,1
15152,030785.jpg,0,0
15153,099610.jpg,1,0
15154,131916.jpg,0,0
15155,099956.jpg,1,1
15156,157692.jpg,0,0
15157,116188.jpg,0,0
15158,119677.jpg,0,0
15159,100499.jpg,0,0
15160,099221.jpg,0,1
15161,182513.jpg,0,0
15162,043352.jpg,0,0
15163,124096.jpg,1,0
15164,108924.jpg,0,0
15165,184527.jpg,0,0
15166,150621.jpg,0,0
15167,062542.jpg,0,0
15168,138490.jpg,1,0
15169,108632.jpg,1,0
15170,169307.jpg,1,0
15171,165688.jpg,0,0
15172,007236.jpg,1,0
15173,176557.jpg,0,0
15174,179378.jpg,0,0
15175,181772.jpg,0,0
15176,139279.jpg,1,0
15177,070280.jpg,0,0
15178,148887.jpg,0,1
15179,020930.jpg,1,0
15180,094921.jpg,1,0
15181,156237.jpg,1,0
15182,036276.jpg,0,0
15183,135671.jpg,0,0
15184,104306.jpg,1,0
15185,170758.jpg,0,0
15186,141130.jpg,1,0
15187,006903.jpg,0,0
15188,185851.jpg,0,0
15189,145774.jpg,0,0
15190,026081.jpg,0,0
15191,004732.jpg,0,0
15192,185125.jpg,0,1
15193,138144.jpg,0,0
15194,193480.jpg,0,0
15195,074807.jpg,0,0
15196,078912.jpg,1,0
15197,181885.jpg,1,0
15198,037075.jpg,0,0
15199,122456.jpg,0,0
15200,030986.jpg,1,1
15201,174053.jpg,0,0
15202,071410.jpg,0,0
15203,007986.jpg,0,0
15204,096574.jpg,0,0
15205,164544.jpg,0,0
15206,046410.jpg,1,0
15207,008076.jpg,1,1
15208,183783.jpg,0,0
15209,023046.jpg,0,1
15210,044661.jpg,0,1
15211,047697.jpg,0,0
15212,008656.jpg,0,0
15213,088732.jpg,0,1
15214,017384.jpg,0,0
15215,171310.jpg,0,0
15216,149623.jpg,0,0
15217,061522.jpg,0,0
15218,140770.jpg,0,0
15219,134534.jpg,0,0
15220,151704.jpg,0,0
15221,133244.jpg,0,0
15222,156367.jpg,0,0
15223,002128.jpg,0,1
15224,139476.jpg,0,0
15225,171466.jpg,0,0
15226,133708.jpg,0,0
15227,004674.jpg,0,0
15228,190523.jpg,0,0
15229,105383.jpg,0,0
15230,130862.jpg,0,0
15231,092379.jpg,0,1
15232,029692.jpg,0,0
15233,042593.jpg,0,0
15234,032985.jpg,1,0
15235,157300.jpg,1,1
15236,134972.jpg,0,0
15237,075383.jpg,1,0
15238,144305.jpg,0,0
15239,197845.jpg,0,0
15240,103058.jpg,0,1
15241,140724.jpg,1,0
15242,091225.jpg,0,0
15243,018186.jpg,0,1
15244,021674.jpg,0,0
15245,196826.jpg,0,0
15246,005005.jpg,0,0
15247,051450.jpg,0,0
15248,112301.jpg,0,0
15249,118731.jpg,0,0
15250,186703.jpg,0,0
15251,058952.jpg,1,0
15252,196048.jpg,0,0
15253,063698.jpg,0,0
15254,136936.jpg,0,1
15255,133301.jpg,0,1
15256,064780.jpg,0,0
15257,095547.jpg,0,0
15258,060907.jpg,0,0
15259,116624.jpg,1,0
15260,000387.jpg,0,0
15261,153321.jpg,0,0
15262,139374.jpg,0,0
15263,151921.jpg,0,0
15264,108936.jpg,0,0
15265,041390.jpg,1,1
15266,168043.jpg,0,0
15267,158779.jpg,1,0
15268,191584.jpg,0,1
15269,137667.jpg,0,0
15270,052266.jpg,0,0
15271,012933.jpg,1,0
15272,040493.jpg,0,0
15273,153211.jpg,1,1
15274,004473.jpg,1,0
15275,108621.jpg,1,0
15276,133528.jpg,0,1
15277,144396.jpg,0,0
15278,192944.jpg,0,0
15279,160806.jpg,0,1
15280,088937.jpg,0,0
15281,031473.jpg,0,0
15282,120473.jpg,0,0
15283,046959.jpg,1,1
15284,055251.jpg,0,0
15285,162002.jpg,0,0
15286,160019.jpg,1,1
15287,133265.jpg,0,0
15288,180970.jpg,0,0
15289,197942.jpg,0,0
15290,195912.jpg,0,0
15291,164317.jpg,0,0
15292,023087.jpg,0,0
15293,019259.jpg,0,0
15294,152294.jpg,1,0
15295,103135.jpg,0,0
15296,020435.jpg,0,0
15297,085243.jpg,0,1
15298,028923.jpg,0,0
15299,030596.jpg,0,0
15300,147384.jpg,0,0
15301,175513.jpg,0,0
15302,008712.jpg,0,1
15303,075808.jpg,0,0
15304,127031.jpg,0,0
15305,002852.jpg,1,0
15306,184153.jpg,0,0
15307,181216.jpg,0,0
15308,160728.jpg,0,0
15309,150714.jpg,0,0
15310,085696.jpg,0,0
15311,031031.jpg,0,0
15312,151853.jpg,0,1
15313,198957.jpg,0,0
15314,135266.jpg,1,0
15315,190669.jpg,1,1
15316,086295.jpg,0,0
15317,200798.jpg,0,0
15318,042025.jpg,0,0
15319,191307.jpg,0,0
15320,148958.jpg,0,0
15321,111883.jpg,0,1
15322,110051.jpg,1,0
15323,111123.jpg,0,0
15324,132261.jpg,0,0
15325,005607.jpg,0,0
15326,090913.jpg,0,0
15327,034451.jpg,0,0
15328,020229.jpg,0,0
15329,035543.jpg,0,0
15330,109160.jpg,0,0
15331,031076.jpg,0,0
15332,039848.jpg,1,0
15333,064700.jpg,0,0
15334,100714.jpg,0,0
15335,200919.jpg,0,0
15336,049675.jpg,0,1
15337,075492.jpg,0,0
15338,180848.jpg,0,0
15339,069191.jpg,0,0
15340,003348.jpg,0,0
15341,085290.jpg,0,0
15342,173329.jpg,0,0
15343,143263.jpg,0,0
15344,064066.jpg,0,1
15345,041171.jpg,0,0
15346,008500.jpg,0,0
15347,172523.jpg,0,1
15348,182655.jpg,0,0
15349,048731.jpg,0,0
15350,032815.jpg,0,0
15351,165714.jpg,0,0
15352,017360.jpg,0,0
15353,024397.jpg,0,0
15354,032693.jpg,1,0
15355,080095.jpg,0,0
15356,124177.jpg,0,1
15357,118205.jpg,0,1
15358,199049.jpg,0,0
15359,168258.jpg,1,0
15360,133859.jpg,1,0
15361,146121.jpg,0,0
15362,188982.jpg,0,0
15363,124657.jpg,0,0
15364,120267.jpg,0,0
15365,138863.jpg,0,1
15366,120188.jpg,0,0
15367,017344.jpg,1,0
15368,023147.jpg,1,0
15369,199768.jpg,0,0
15370,102081.jpg,1,0
15371,025373.jpg,0,0
15372,078096.jpg,0,1
15373,190790.jpg,1,1
15374,163214.jpg,0,0
15375,049552.jpg,0,0
15376,130844.jpg,0,0
15377,024328.jpg,0,0
15378,111823.jpg,1,0
15379,015417.jpg,0,0
15380,189995.jpg,0,1
15381,048221.jpg,0,0
15382,098362.jpg,0,0
15383,094382.jpg,0,0
15384,146129.jpg,0,0
15385,100656.jpg,0,0
15386,056740.jpg,0,1
15387,168824.jpg,0,0
15388,138175.jpg,0,0
15389,017477.jpg,0,0
15390,167320.jpg,1,0
15391,144795.jpg,0,0
15392,098620.jpg,0,0
15393,180664.jpg,0,0
15394,043594.jpg,0,0
15395,189732.jpg,0,0
15396,152437.jpg,0,0
15397,146232.jpg,0,0
15398,127146.jpg,0,0
15399,155308.jpg,0,0
15400,138478.jpg,0,0
15401,032288.jpg,0,0
15402,146124.jpg,0,0
15403,021968.jpg,0,0
15404,086930.jpg,0,0
15405,115973.jpg,0,1
15406,056907.jpg,0,1
15407,174334.jpg,0,0
15408,197986.jpg,0,0
15409,045341.jpg,0,0
15410,179416.jpg,0,0
15411,144085.jpg,0,0
15412,041083.jpg,0,0
15413,034114.jpg,0,1
15414,055347.jpg,0,0
15415,066524.jpg,0,0
15416,086668.jpg,0,0
15417,106525.jpg,0,0
15418,061898.jpg,0,0
15419,131375.jpg,1,0
15420,201815.jpg,0,0
15421,115592.jpg,0,0
15422,201580.jpg,0,0
15423,051022.jpg,0,0
15424,128929.jpg,0,0
15425,117817.jpg,0,0
15426,037642.jpg,0,0
15427,100868.jpg,0,0
15428,085440.jpg,0,0
15429,044265.jpg,0,1
15430,043243.jpg,1,1
15431,188747.jpg,0,0
15432,026681.jpg,0,0
15433,191126.jpg,0,1
15434,084500.jpg,0,0
15435,061651.jpg,0,0
15436,131574.jpg,1,0
15437,029218.jpg,0,0
15438,067088.jpg,0,0
15439,075299.jpg,1,0
15440,113315.jpg,0,0
15441,043098.jpg,0,0
15442,104185.jpg,1,0
15443,179990.jpg,0,1
15444,062771.jpg,0,0
15445,004631.jpg,0,0
15446,161248.jpg,1,0
15447,173611.jpg,0,0
15448,164394.jpg,0,0
15449,049089.jpg,0,0
15450,076160.jpg,1,0
15451,019600.jpg,0,1
15452,096267.jpg,0,0
15453,200086.jpg,0,0
15454,002678.jpg,0,0
15455,035645.jpg,0,0
15456,046896.jpg,0,1
15457,033176.jpg,0,0
15458,061553.jpg,0,0
15459,163234.jpg,0,0
15460,009507.jpg,0,1
15461,012738.jpg,0,0
15462,112948.jpg,0,0
15463,115459.jpg,0,0
15464,002742.jpg,0,0
15465,177162.jpg,0,0
15466,031794.jpg,0,0
15467,067301.jpg,0,0
15468,200989.jpg,0,0
15469,007057.jpg,1,0
15470,185024.jpg,1,0
15471,122786.jpg,0,0
15472,048975.jpg,0,0
15473,000343.jpg,0,0
15474,010022.jpg,0,0
15475,139979.jpg,1,0
15476,138116.jpg,0,0
15477,143886.jpg,0,0
15478,105703.jpg,0,0
15479,110669.jpg,0,1
15480,158012.jpg,1,1
15481,064013.jpg,1,0
15482,045759.jpg,0,0
15483,030453.jpg,0,1
15484,140166.jpg,1,0
15485,151265.jpg,0,0
15486,152425.jpg,0,0
15487,056553.jpg,0,0
15488,079237.jpg,0,0
15489,182658.jpg,0,0
15490,054637.jpg,0,0
15491,032216.jpg,0,0
15492,080195.jpg,0,0
15493,054380.jpg,0,0
15494,126650.jpg,1,0
15495,021630.jpg,0,0
15496,120513.jpg,0,1
15497,180335.jpg,1,1
15498,193956.jpg,0,0
15499,066729.jpg,0,0
15500,094146.jpg,0,0
15501,082920.jpg,0,0
15502,104058.jpg,0,0
15503,161534.jpg,0,0
15504,189581.jpg,1,0
15505,096087.jpg,0,1
15506,171802.jpg,0,0
15507,127025.jpg,0,0
15508,198167.jpg,0,0
15509,113949.jpg,1,1
15510,122341.jpg,0,0
15511,072777.jpg,0,0
15512,167617.jpg,0,0
15513,145444.jpg,0,0
15514,079089.jpg,0,0
15515,111616.jpg,0,0
15516,127240.jpg,1,1
15517,003312.jpg,0,0
15518,167129.jpg,1,0
15519,005177.jpg,1,1
15520,109478.jpg,0,0
15521,125668.jpg,0,0
15522,000889.jpg,1,1
15523,037838.jpg,1,0
15524,110893.jpg,1,1
15525,142791.jpg,0,0
15526,022252.jpg,0,0
15527,053987.jpg,0,1
15528,109989.jpg,0,0
15529,004222.jpg,0,0
15530,119144.jpg,0,0
15531,114664.jpg,0,0
15532,133115.jpg,0,0
15533,131529.jpg,0,0
15534,024491.jpg,0,0
15535,000516.jpg,0,0
15536,064058.jpg,1,0
15537,010356.jpg,0,1
15538,056538.jpg,0,0
15539,053569.jpg,0,0
15540,020614.jpg,0,0
15541,062144.jpg,0,0
15542,116982.jpg,0,0
15543,153346.jpg,1,0
15544,125628.jpg,1,0
15545,061125.jpg,0,0
15546,172738.jpg,0,0
15547,066054.jpg,0,0
15548,108526.jpg,0,0
15549,060509.jpg,0,0
15550,195180.jpg,0,0
15551,192455.jpg,0,1
15552,085456.jpg,0,0
15553,143943.jpg,0,0
15554,044332.jpg,0,1
15555,144224.jpg,0,0
15556,087439.jpg,0,0
15557,126057.jpg,0,0
15558,186619.jpg,1,0
15559,198247.jpg,0,0
15560,067326.jpg,0,0
15561,191722.jpg,1,0
15562,187312.jpg,0,0
15563,190484.jpg,0,0
15564,097411.jpg,1,0
15565,158354.jpg,0,0
15566,154080.jpg,0,0
15567,147222.jpg,0,0
15568,042714.jpg,0,0
15569,039666.jpg,0,0
15570,172675.jpg,0,0
15571,196765.jpg,0,1
15572,091169.jpg,0,0
15573,170255.jpg,0,0
15574,201123.jpg,0,1
15575,116570.jpg,0,0
15576,030470.jpg,0,0
15577,122943.jpg,1,0
15578,132578.jpg,0,0
15579,169819.jpg,0,0
15580,199893.jpg,1,1
15581,143951.jpg,0,0
15582,094468.jpg,1,1
15583,125099.jpg,0,0
15584,023052.jpg,1,1
15585,094250.jpg,0,0
15586,155377.jpg,0,0
15587,109415.jpg,0,0
15588,067012.jpg,0,0
15589,137957.jpg,0,1
15590,025588.jpg,0,0
15591,056510.jpg,0,0
15592,051526.jpg,0,1
15593,129736.jpg,0,0
15594,062979.jpg,0,0
15595,033682.jpg,0,0
15596,189057.jpg,0,0
15597,166227.jpg,0,0
15598,014695.jpg,0,0
15599,010247.jpg,0,0
15600,076035.jpg,1,0
15601,199658.jpg,0,0
15602,163073.jpg,0,1
15603,101794.jpg,0,0
15604,172227.jpg,0,1
15605,030845.jpg,0,0
15606,095407.jpg,0,0
15607,160594.jpg,0,0
15608,080949.jpg,1,0
15609,143234.jpg,0,0
15610,035069.jpg,0,0
15611,172453.jpg,0,0
15612,191216.jpg,0,0
15613,162073.jpg,1,0
15614,191020.jpg,1,0
15615,023104.jpg,0,0
15616,108205.jpg,0,0
15617,120050.jpg,0,0
15618,043669.jpg,1,0
15619,014277.jpg,0,1
15620,131840.jpg,0,0
15621,157824.jpg,0,0
15622,121573.jpg,0,0
15623,130618.jpg,0,0
15624,004676.jpg,1,0
15625,143973.jpg,0,0
15626,050502.jpg,0,0
15627,099088.jpg,1,0
15628,032323.jpg,0,0
15629,121976.jpg,1,0
15630,076167.jpg,0,0
15631,093773.jpg,0,1
15632,190550.jpg,0,0
15633,002680.jpg,0,0
15634,152879.jpg,0,1
15635,193137.jpg,0,0
15636,176837.jpg,0,0
15637,078420.jpg,0,0
15638,000588.jpg,0,0
15639,140062.jpg,0,0
15640,022501.jpg,0,1
15641,172403.jpg,1,0
15642,046045.jpg,0,0
15643,111215.jpg,0,0
15644,194781.jpg,1,1
15645,003283.jpg,0,0
15646,107787.jpg,0,1
15647,075640.jpg,0,0
15648,117362.jpg,0,0
15649,090375.jpg,0,1
15650,030285.jpg,0,0
15651,068663.jpg,0,0
15652,003516.jpg,1,1
15653,191805.jpg,0,0
15654,153919.jpg,0,0
15655,123894.jpg,0,0
15656,115094.jpg,1,0
15657,071274.jpg,0,0
15658,062186.jpg,0,0
15659,022226.jpg,0,0
15660,055730.jpg,0,0
15661,174926.jpg,0,0
15662,126637.jpg,0,1
15663,111511.jpg,1,0
15664,195661.jpg,0,0
15665,020032.jpg,0,0
15666,156064.jpg,1,0
15667,168446.jpg,1,0
15668,103131.jpg,0,1
15669,189833.jpg,0,0
15670,151188.jpg,0,1
15671,190848.jpg,1,0
15672,021987.jpg,0,0
15673,186251.jpg,0,0
15674,029136.jpg,0,0
15675,003949.jpg,0,0
15676,089453.jpg,1,0
15677,052877.jpg,0,0
15678,122162.jpg,0,1
15679,109571.jpg,1,0
15680,013259.jpg,0,0
15681,176457.jpg,0,0
15682,035584.jpg,0,0
15683,126477.jpg,0,0
15684,167994.jpg,0,0
15685,186448.jpg,0,0
15686,014838.jpg,0,0
15687,082089.jpg,0,1
15688,166758.jpg,0,0
15689,158713.jpg,0,0
15690,041603.jpg,0,0
15691,093381.jpg,0,0
15692,018291.jpg,0,0
15693,078126.jpg,0,0
15694,018113.jpg,0,0
15695,111672.jpg,1,0
15696,198594.jpg,0,0
15697,179649.jpg,0,1
15698,190572.jpg,1,0
15699,028537.jpg,0,0
15700,018958.jpg,0,0
15701,080548.jpg,0,0
15702,079559.jpg,0,1
15703,084923.jpg,0,0
15704,129282.jpg,1,0
15705,185134.jpg,1,1
15706,037112.jpg,1,1
15707,176895.jpg,0,1
15708,185164.jpg,0,0
15709,104261.jpg,0,0
15710,072424.jpg,0,0
15711,045005.jpg,0,0
15712,117818.jpg,1,0
15713,141474.jpg,1,0
15714,143157.jpg,0,0
15715,027731.jpg,0,0
15716,181189.jpg,0,0
15717,090122.jpg,0,0
15718,090426.jpg,0,0
15719,088969.jpg,0,0
15720,141967.jpg,0,0
15721,178637.jpg,0,0
15722,190963.jpg,0,1
15723,057818.jpg,0,0
15724,095396.jpg,0,0
15725,169324.jpg,1,0
15726,181093.jpg,0,0
15727,047381.jpg,0,0
15728,010307.jpg,1,1
15729,121123.jpg,1,0
15730,016058.jpg,0,0
15731,063536.jpg,1,1
15732,041207.jpg,1,1
15733,057284.jpg,0,0
15734,113310.jpg,0,1
15735,053831.jpg,0,0
15736,095601.jpg,0,1
15737,044493.jpg,0,0
15738,187946.jpg,0,0
15739,028991.jpg,1,1
15740,016015.jpg,0,0
15741,038255.jpg,0,0
15742,137069.jpg,1,0
15743,007126.jpg,1,1
15744,153249.jpg,0,1
15745,081214.jpg,0,1
15746,182833.jpg,1,1
15747,031015.jpg,0,0
15748,188187.jpg,0,0
15749,089507.jpg,1,0
15750,102076.jpg,1,1
15751,016195.jpg,0,0
15752,112114.jpg,0,0
15753,003661.jpg,0,0
15754,187012.jpg,0,1
15755,062371.jpg,0,1
15756,131398.jpg,0,0
15757,166514.jpg,0,0
15758,053208.jpg,0,0
15759,000196.jpg,1,0
15760,119439.jpg,0,0
15761,028898.jpg,1,0
15762,190465.jpg,0,0
15763,168895.jpg,0,0
15764,150471.jpg,1,1
15765,011874.jpg,0,0
15766,157284.jpg,0,0
15767,056518.jpg,0,0
15768,085701.jpg,0,0
15769,104470.jpg,1,0
15770,125896.jpg,0,0
15771,014592.jpg,0,0
15772,121644.jpg,0,0
15773,127633.jpg,0,1
15774,118480.jpg,0,0
15775,049453.jpg,0,0
15776,118784.jpg,0,0
15777,174250.jpg,0,0
15778,026628.jpg,0,0
15779,080427.jpg,0,0
15780,127530.jpg,0,0
15781,065491.jpg,0,0
15782,120338.jpg,1,0
15783,081659.jpg,0,0
15784,002472.jpg,0,0
15785,166558.jpg,1,0
15786,098198.jpg,0,0
15787,137095.jpg,0,0
15788,132306.jpg,0,0
15789,007817.jpg,0,0
15790,061355.jpg,0,1
15791,069967.jpg,0,0
15792,098732.jpg,0,0
15793,187641.jpg,1,0
15794,075450.jpg,0,0
15795,036550.jpg,0,0
15796,078325.jpg,0,0
15797,061422.jpg,0,0
15798,123995.jpg,0,0
15799,193325.jpg,1,0
15800,067900.jpg,0,0
15801,057492.jpg,0,0
15802,043642.jpg,0,1
15803,083918.jpg,1,0
15804,142951.jpg,0,0
15805,011203.jpg,0,1
15806,135172.jpg,0,0
15807,093776.jpg,0,0
15808,200226.jpg,0,0
15809,168563.jpg,0,0
15810,055818.jpg,0,0
15811,178972.jpg,0,1
15812,178288.jpg,0,1
15813,123067.jpg,0,0
15814,131848.jpg,0,0
15815,182705.jpg,0,0
15816,072359.jpg,0,0
15817,150139.jpg,0,0
15818,135088.jpg,0,0
15819,146250.jpg,0,0
15820,156704.jpg,0,0
15821,045529.jpg,1,0
15822,106385.jpg,0,1
15823,127567.jpg,1,0
15824,170939.jpg,0,0
15825,097216.jpg,0,0
15826,015423.jpg,1,0
15827,079260.jpg,1,0
15828,128819.jpg,1,1
15829,187224.jpg,1,0
15830,202064.jpg,0,0
15831,128182.jpg,0,0
15832,182571.jpg,0,0
15833,085663.jpg,0,0
15834,071312.jpg,0,1
15835,176247.jpg,0,0
15836,114469.jpg,1,0
15837,001299.jpg,1,0
15838,057370.jpg,0,1
15839,024191.jpg,0,0
15840,074801.jpg,0,0
15841,089787.jpg,0,0
15842,171609.jpg,0,0
15843,115460.jpg,0,1
15844,119909.jpg,0,0
15845,169561.jpg,0,0
15846,165331.jpg,0,0
15847,039780.jpg,0,1
15848,039943.jpg,0,0
15849,197872.jpg,0,0
15850,014978.jpg,0,1
15851,042387.jpg,1,0
15852,106077.jpg,0,1
15853,076229.jpg,0,0
15854,071587.jpg,0,0
15855,149418.jpg,0,0
15856,189875.jpg,0,0
15857,061667.jpg,0,0
15858,142790.jpg,0,0
15859,111110.jpg,1,0
15860,131416.jpg,0,0
15861,058222.jpg,1,0
15862,004830.jpg,0,0
15863,047478.jpg,0,0
15864,066986.jpg,0,0
15865,075888.jpg,1,1
15866,179718.jpg,0,0
15867,177718.jpg,0,0
15868,155681.jpg,0,0
15869,162020.jpg,0,0
15870,114105.jpg,1,1
15871,200569.jpg,0,0
15872,043522.jpg,0,0
15873,109423.jpg,0,0
15874,069439.jpg,1,0
15875,156972.jpg,0,1
15876,095456.jpg,0,0
15877,053471.jpg,1,0
15878,109701.jpg,1,0
15879,111387.jpg,0,0
15880,087046.jpg,0,1
15881,163788.jpg,0,0
15882,136340.jpg,0,0
15883,137041.jpg,0,0
15884,002817.jpg,0,0
15885,032754.jpg,0,0
15886,121041.jpg,0,0
15887,077232.jpg,0,0
15888,093515.jpg,0,0
15889,030836.jpg,0,1
15890,084864.jpg,1,1
15891,185662.jpg,0,0
15892,026084.jpg,0,0
15893,165729.jpg,0,0
15894,200488.jpg,1,0
15895,083479.jpg,0,0
15896,185127.jpg,0,0
15897,151816.jpg,0,0
15898,114020.jpg,0,0
15899,137693.jpg,0,0
15900,049822.jpg,0,0
15901,077002.jpg,0,0
15902,109824.jpg,0,0
15903,051137.jpg,0,0
15904,037147.jpg,0,1
15905,036176.jpg,0,0
15906,106117.jpg,1,0
15907,171519.jpg,0,1
15908,063791.jpg,0,0
15909,158420.jpg,0,0
15910,039478.jpg,0,0
15911,200292.jpg,0,0
15912,111647.jpg,0,1
15913,109502.jpg,1,1
15914,001287.jpg,0,0
15915,015567.jpg,0,0
15916,155852.jpg,0,1
15917,196615.jpg,0,0
15918,044449.jpg,0,0
15919,123589.jpg,0,0
15920,092234.jpg,0,0
15921,107523.jpg,0,1
15922,118852.jpg,0,0
15923,101500.jpg,0,0
15924,018212.jpg,0,0
15925,198940.jpg,0,1
15926,046441.jpg,1,0
15927,060464.jpg,0,1
15928,095659.jpg,0,0
15929,043498.jpg,0,0
15930,107573.jpg,0,0
15931,091878.jpg,0,0
15932,160532.jpg,0,1
15933,096479.jpg,0,0
15934,053736.jpg,0,0
15935,115602.jpg,0,0
15936,195293.jpg,1,0
15937,030139.jpg,0,0
15938,055909.jpg,0,0
15939,191922.jpg,0,0
15940,074712.jpg,0,0
15941,138815.jpg,1,0
15942,021698.jpg,0,0
15943,050288.jpg,1,1
15944,109193.jpg,0,0
15945,051177.jpg,0,0
15946,147270.jpg,0,1
15947,198087.jpg,0,0
15948,109521.jpg,1,0
15949,104156.jpg,0,0
15950,138777.jpg,0,0
15951,180596.jpg,0,0
15952,053533.jpg,0,0
15953,140191.jpg,0,0
15954,035730.jpg,0,0
15955,054437.jpg,0,0
15956,175802.jpg,0,0
15957,048281.jpg,0,0
15958,111713.jpg,0,0
15959,042469.jpg,1,1
15960,162193.jpg,1,0
15961,018134.jpg,0,1
15962,141622.jpg,0,0
15963,055088.jpg,0,0
15964,107912.jpg,1,0
15965,124786.jpg,0,0
15966,021238.jpg,0,0
15967,100216.jpg,0,0
15968,200876.jpg,0,0
15969,184845.jpg,0,0
15970,002636.jpg,0,1
15971,139828.jpg,0,0
15972,025112.jpg,1,0
15973,173677.jpg,0,0
15974,200566.jpg,0,0
15975,097246.jpg,1,1
15976,193677.jpg,1,0
15977,081961.jpg,0,0
15978,164733.jpg,0,0
15979,171593.jpg,0,0
15980,045275.jpg,0,0
15981,116574.jpg,1,0
15982,116300.jpg,0,0
15983,102393.jpg,0,0
15984,195100.jpg,0,0
15985,042546.jpg,0,0
15986,009403.jpg,1,0
15987,055250.jpg,0,0
15988,146752.jpg,0,0
15989,202218.jpg,0,0
15990,033208.jpg,0,0
15991,002643.jpg,0,1
15992,050554.jpg,0,1
15993,178158.jpg,0,1
15994,134908.jpg,0,0
15995,015143.jpg,0,0
15996,026643.jpg,0,0
15997,139718.jpg,0,0
15998,125101.jpg,0,0
15999,163302.jpg,1,1
16000,075469.jpg,0,0
16001,040344.jpg,0,0
16002,195343.jpg,0,0
16003,056174.jpg,0,0
16004,039022.jpg,0,1
16005,110053.jpg,0,1
