img_filename,Male,Black_Hair
040914.jpg,0,0
040242.jpg,1,0
095574.jpg,0,0
105215.jpg,0,0
180359.jpg,0,0
015097.jpg,1,0
099129.jpg,0,0
052963.jpg,0,0
097991.jpg,0,0
037484.jpg,1,0
064123.jpg,0,0
042612.jpg,0,1
140979.jpg,0,0
071460.jpg,0,0
086426.jpg,0,0
199367.jpg,0,0
081722.jpg,1,0
196120.jpg,0,0
128948.jpg,0,1
196059.jpg,1,1
176836.jpg,0,1
098703.jpg,0,0
021624.jpg,0,0
176726.jpg,0,0
062065.jpg,0,0
123258.jpg,0,0
153654.jpg,1,0
188597.jpg,0,1
116918.jpg,0,0
031104.jpg,0,1
175240.jpg,0,0
149571.jpg,0,0
157918.jpg,0,0
155811.jpg,1,1
103168.jpg,0,1
169928.jpg,0,0
106109.jpg,0,0
158105.jpg,0,0
035511.jpg,1,0
049117.jpg,0,1
041786.jpg,0,0
193422.jpg,0,1
050507.jpg,1,0
034050.jpg,0,0
102486.jpg,0,0
163370.jpg,0,0
142391.jpg,1,0
060455.jpg,0,0
056241.jpg,0,0
039825.jpg,0,0
185077.jpg,0,0
034100.jpg,0,1
121219.jpg,1,1
192049.jpg,0,0
192137.jpg,0,0
140344.jpg,1,0
185668.jpg,0,1
054920.jpg,0,1
038918.jpg,0,0
029124.jpg,0,0
010284.jpg,0,0
034704.jpg,0,1
018325.jpg,0,1
138148.jpg,0,0
080735.jpg,0,1
106695.jpg,0,0
178579.jpg,0,1
084819.jpg,1,0
015388.jpg,0,0
083041.jpg,0,0
078158.jpg,0,0
123093.jpg,0,0
031442.jpg,0,0
127354.jpg,0,1
037835.jpg,1,0
182279.jpg,1,1
107994.jpg,0,1
079915.jpg,1,0
026605.jpg,0,0
143194.jpg,0,1
149072.jpg,0,1
168645.jpg,0,1
027419.jpg,0,0
064437.jpg,0,1
027432.jpg,0,0
049165.jpg,0,1
007323.jpg,0,0
069624.jpg,0,0
107931.jpg,0,0
070042.jpg,0,0
047209.jpg,0,1
016575.jpg,1,1
165742.jpg,0,0
142802.jpg,0,0
122687.jpg,1,0
049524.jpg,0,1
187221.jpg,0,0
130061.jpg,0,0
072249.jpg,1,0
064815.jpg,0,0
062473.jpg,0,0
027711.jpg,0,1
040341.jpg,1,0
109274.jpg,0,0
037267.jpg,1,1
183101.jpg,0,1
200150.jpg,0,0
070443.jpg,0,0
020915.jpg,0,0
067062.jpg,0,1
117973.jpg,0,0
113211.jpg,0,0
144166.jpg,0,0
165664.jpg,1,0
106659.jpg,1,1
184348.jpg,0,0
107680.jpg,0,1
158383.jpg,1,0
122308.jpg,0,1
145851.jpg,0,1
172434.jpg,0,1
052702.jpg,0,0
184463.jpg,0,1
088746.jpg,1,0
201480.jpg,0,0
137207.jpg,0,1
031704.jpg,1,0
079011.jpg,0,1
129145.jpg,1,0
018162.jpg,0,0
150309.jpg,0,0
076447.jpg,0,0
094584.jpg,1,0
040048.jpg,0,0
031528.jpg,0,0
067008.jpg,0,0
082223.jpg,0,0
199379.jpg,0,1
115392.jpg,0,0
005868.jpg,0,0
094579.jpg,0,0
128412.jpg,1,0
045066.jpg,0,0
196619.jpg,0,0
129586.jpg,0,0
005221.jpg,1,0
039451.jpg,0,0
087544.jpg,1,1
193849.jpg,0,0
187276.jpg,0,0
201787.jpg,0,0
175551.jpg,0,1
062268.jpg,0,0
073340.jpg,0,0
082959.jpg,0,0
198553.jpg,1,1
018701.jpg,0,0
091915.jpg,0,0
129739.jpg,0,0
085828.jpg,0,0
130927.jpg,0,0
198173.jpg,0,1
053545.jpg,1,1
017860.jpg,0,0
038549.jpg,0,0
177799.jpg,0,0
051920.jpg,0,0
136729.jpg,0,1
076395.jpg,0,0
014077.jpg,0,0
108522.jpg,0,1
047528.jpg,1,0
054775.jpg,0,1
032656.jpg,0,0
031154.jpg,0,0
177234.jpg,0,0
164102.jpg,0,0
148090.jpg,0,1
191903.jpg,0,0
140471.jpg,0,0
196024.jpg,0,0
053543.jpg,1,0
124397.jpg,0,0
184796.jpg,0,0
181393.jpg,0,0
028229.jpg,1,0
131689.jpg,0,0
008726.jpg,1,1
078865.jpg,0,0
188871.jpg,0,0
188861.jpg,0,0
179993.jpg,0,0
018498.jpg,0,0
120834.jpg,0,0
031091.jpg,1,0
069554.jpg,0,0
190573.jpg,0,1
181242.jpg,1,1
116609.jpg,1,0
188471.jpg,0,1
158876.jpg,0,0
172944.jpg,1,0
082877.jpg,0,0
197620.jpg,1,0
153908.jpg,0,0
146800.jpg,0,1
166406.jpg,0,0
025455.jpg,0,1
152434.jpg,1,1
089251.jpg,0,1
070562.jpg,0,0
065950.jpg,0,0
084037.jpg,0,1
167850.jpg,0,0
026406.jpg,0,1
031085.jpg,1,0
003969.jpg,0,0
117057.jpg,0,0
040002.jpg,0,0
061728.jpg,0,0
179163.jpg,1,0
049488.jpg,0,1
028954.jpg,0,0
092165.jpg,0,0
117564.jpg,0,1
005566.jpg,0,0
000365.jpg,0,0
159458.jpg,0,0
185793.jpg,0,1
011808.jpg,0,1
150055.jpg,0,0
154053.jpg,0,0
164351.jpg,0,0
070581.jpg,0,0
154475.jpg,0,0
092262.jpg,0,0
046103.jpg,0,0
028465.jpg,0,1
020744.jpg,0,0
102171.jpg,0,1
130640.jpg,0,0
096669.jpg,0,0
126689.jpg,1,0
159836.jpg,0,0
046674.jpg,0,0
036493.jpg,0,0
125217.jpg,0,0
004428.jpg,0,1
082870.jpg,0,0
115533.jpg,0,0
060828.jpg,0,0
100287.jpg,0,1
079802.jpg,0,0
159584.jpg,0,0
010973.jpg,1,1
012392.jpg,1,0
057848.jpg,0,0
066863.jpg,1,0
143876.jpg,0,0
086190.jpg,0,0
159305.jpg,0,0
066004.jpg,0,1
155797.jpg,0,0
028634.jpg,0,0
075582.jpg,0,0
018475.jpg,0,0
005651.jpg,0,0
183106.jpg,0,1
059864.jpg,0,1
098804.jpg,0,0
027956.jpg,0,0
188959.jpg,0,0
149914.jpg,0,0
080030.jpg,0,0
040324.jpg,0,0
071734.jpg,0,1
095467.jpg,0,0
046569.jpg,0,0
095282.jpg,0,0
081581.jpg,0,1
077662.jpg,0,0
094090.jpg,1,0
137400.jpg,0,0
032927.jpg,0,0
134496.jpg,0,0
159657.jpg,0,1
199294.jpg,0,0
159991.jpg,1,1
193807.jpg,0,0
064044.jpg,0,0
103354.jpg,0,0
013623.jpg,0,1
113377.jpg,0,0
043399.jpg,0,0
099944.jpg,0,0
042174.jpg,0,0
129928.jpg,0,0
145485.jpg,0,0
202560.jpg,0,0
071529.jpg,0,1
011851.jpg,1,1
161239.jpg,1,1
049208.jpg,0,1
123665.jpg,0,0
048957.jpg,0,0
009944.jpg,0,1
116306.jpg,0,0
039675.jpg,0,0
107519.jpg,0,0
115860.jpg,0,1
033767.jpg,0,0
118252.jpg,1,1
153941.jpg,0,0
105778.jpg,0,0
193346.jpg,0,0
174023.jpg,0,1
164167.jpg,0,0
164274.jpg,0,0
037364.jpg,0,0
142609.jpg,0,0
148471.jpg,1,0
026624.jpg,1,0
016430.jpg,1,1
081309.jpg,0,0
099007.jpg,0,0
158545.jpg,0,0
169419.jpg,0,0
148123.jpg,0,1
119919.jpg,0,0
061356.jpg,1,1
154346.jpg,0,0
103963.jpg,0,1
100253.jpg,0,0
001294.jpg,0,1
108885.jpg,0,0
061975.jpg,1,0
071372.jpg,0,1
201310.jpg,0,0
002500.jpg,0,0
150744.jpg,0,0
146430.jpg,1,0
051447.jpg,0,0
002705.jpg,0,0
017269.jpg,0,0
191275.jpg,0,0
048589.jpg,0,0
068933.jpg,0,1
191337.jpg,0,0
197646.jpg,0,0
051962.jpg,0,1
097080.jpg,0,1
161075.jpg,0,0
132644.jpg,0,0
035031.jpg,0,0
060924.jpg,0,0
191674.jpg,0,0
197167.jpg,0,0
172142.jpg,0,0
190298.jpg,0,1
018587.jpg,0,0
063347.jpg,1,0
129550.jpg,0,0
020884.jpg,0,1
196259.jpg,0,0
028212.jpg,0,0
043817.jpg,0,1
079753.jpg,0,1
161718.jpg,0,0
010708.jpg,0,0
199926.jpg,0,0
037609.jpg,0,0
084520.jpg,0,0
079408.jpg,0,0
201464.jpg,0,0
022215.jpg,0,0
152373.jpg,0,1
081439.jpg,0,0
007726.jpg,0,0
068995.jpg,1,0
007728.jpg,0,0
045989.jpg,0,1
002823.jpg,0,0
105996.jpg,0,0
188875.jpg,0,1
048835.jpg,0,0
183866.jpg,1,1
052659.jpg,1,0
192295.jpg,0,1
118242.jpg,0,0
178789.jpg,1,1
010648.jpg,0,0
105968.jpg,0,0
061571.jpg,0,0
062235.jpg,0,1
134896.jpg,0,1
156401.jpg,0,0
199076.jpg,0,0
092337.jpg,0,1
148806.jpg,0,0
032773.jpg,0,0
185120.jpg,0,0
051423.jpg,1,0
151985.jpg,0,0
069653.jpg,0,0
023252.jpg,0,0
027263.jpg,0,0
141132.jpg,0,0
070978.jpg,1,0
184834.jpg,0,0
124937.jpg,1,0
140572.jpg,0,0
131426.jpg,1,0
189982.jpg,1,0
076942.jpg,1,0
128763.jpg,0,1
076463.jpg,0,0
107243.jpg,0,0
163650.jpg,0,0
069659.jpg,0,0
154514.jpg,0,0
080672.jpg,1,0
144660.jpg,1,0
098727.jpg,1,1
200077.jpg,0,1
090794.jpg,0,0
097095.jpg,0,0
045310.jpg,0,0
000554.jpg,0,1
107976.jpg,0,1
174710.jpg,0,0
177797.jpg,0,0
195366.jpg,0,0
156590.jpg,0,0
200115.jpg,1,0
175694.jpg,1,1
105241.jpg,0,1
055396.jpg,1,0
061448.jpg,0,0
034697.jpg,0,0
120530.jpg,0,0
023150.jpg,0,0
151527.jpg,1,0
128204.jpg,1,0
177641.jpg,0,0
115752.jpg,0,0
173655.jpg,0,0
144120.jpg,1,1
030595.jpg,0,1
132107.jpg,1,1
150531.jpg,0,0
108993.jpg,0,0
052824.jpg,0,0
110969.jpg,0,1
099943.jpg,1,0
118956.jpg,0,0
011153.jpg,0,0
170442.jpg,0,1
122461.jpg,0,0
074493.jpg,0,1
011084.jpg,0,0
122331.jpg,0,0
026069.jpg,0,0
178280.jpg,1,0
151246.jpg,0,0
074591.jpg,0,1
029757.jpg,0,0
092392.jpg,0,0
100385.jpg,0,0
058180.jpg,0,0
105476.jpg,0,0
126823.jpg,0,0
102063.jpg,0,0
010085.jpg,0,0
001014.jpg,0,0
127603.jpg,0,1
200657.jpg,0,0
186733.jpg,0,0
082794.jpg,1,0
048669.jpg,0,0
115332.jpg,0,0
108174.jpg,1,0
086595.jpg,0,1
147932.jpg,0,0
100219.jpg,1,0
065952.jpg,0,0
144566.jpg,0,0
201979.jpg,0,0
084780.jpg,0,1
197264.jpg,0,1
076814.jpg,0,1
178799.jpg,1,0
106383.jpg,1,0
094472.jpg,0,0
129463.jpg,0,0
019164.jpg,0,0
185393.jpg,0,0
148399.jpg,0,0
196680.jpg,0,1
184647.jpg,0,0
110342.jpg,0,0
042317.jpg,0,0
135538.jpg,0,0
122222.jpg,0,0
122263.jpg,0,0
195784.jpg,0,0
039633.jpg,0,0
192102.jpg,0,0
178226.jpg,0,0
047498.jpg,0,0
145572.jpg,0,0
125278.jpg,0,0
069338.jpg,0,0
150132.jpg,0,0
179082.jpg,0,0
101134.jpg,0,1
023781.jpg,1,1
200408.jpg,0,0
195279.jpg,0,1
152910.jpg,1,0
044564.jpg,0,0
035684.jpg,0,0
119182.jpg,1,0
183797.jpg,1,0
183065.jpg,0,0
094418.jpg,0,0
071574.jpg,0,1
027271.jpg,1,0
041973.jpg,0,0
076171.jpg,0,0
059020.jpg,0,1
194414.jpg,0,0
185348.jpg,0,0
010946.jpg,0,0
074564.jpg,0,0
054240.jpg,1,0
139219.jpg,0,0
105339.jpg,1,1
199532.jpg,1,0
070195.jpg,0,0
062365.jpg,0,0
002654.jpg,0,1
022284.jpg,0,0
054177.jpg,0,1
051999.jpg,0,0
135788.jpg,0,0
034670.jpg,0,0
024060.jpg,0,0
065556.jpg,1,1
198594.jpg,0,0
189432.jpg,0,0
011567.jpg,0,0
124106.jpg,0,1
004594.jpg,0,0
199824.jpg,0,0
076453.jpg,1,0
025734.jpg,0,1
027445.jpg,1,0
181408.jpg,1,0
170857.jpg,1,0
148972.jpg,0,0
155230.jpg,0,1
055687.jpg,0,1
152891.jpg,1,0
066054.jpg,0,0
082880.jpg,0,1
027910.jpg,0,0
122896.jpg,0,0
167055.jpg,0,0
032639.jpg,0,1
010968.jpg,1,0
019737.jpg,0,1
143299.jpg,1,0
007235.jpg,0,1
140359.jpg,0,1
100501.jpg,0,0
091430.jpg,1,1
019027.jpg,0,0
118848.jpg,1,0
137914.jpg,1,0
095529.jpg,0,1
051938.jpg,0,1
157843.jpg,0,0
037089.jpg,1,0
015392.jpg,1,0
007896.jpg,0,0
068896.jpg,0,0
073936.jpg,0,0
001541.jpg,1,0
178392.jpg,1,0
095472.jpg,0,0
041906.jpg,0,0
046986.jpg,0,1
161758.jpg,0,0
170683.jpg,0,0
061769.jpg,0,1
082960.jpg,0,1
137344.jpg,0,0
024895.jpg,0,1
111841.jpg,0,0
134618.jpg,0,0
003198.jpg,0,0
116426.jpg,1,0
153377.jpg,1,1
058815.jpg,1,0
070230.jpg,0,1
186968.jpg,0,0
180780.jpg,0,1
038140.jpg,0,0
199499.jpg,0,1
037335.jpg,1,0
027913.jpg,0,0
074021.jpg,0,0
050195.jpg,0,1
126668.jpg,1,0
060349.jpg,0,0
109601.jpg,0,0
099361.jpg,0,0
005970.jpg,0,0
016069.jpg,0,0
160736.jpg,0,0
169447.jpg,1,0
052130.jpg,0,0
188263.jpg,0,1
048776.jpg,0,0
152038.jpg,1,0
004674.jpg,0,0
029655.jpg,0,0
153593.jpg,0,0
095320.jpg,0,0
099005.jpg,0,0
101500.jpg,0,0
055210.jpg,0,0
155133.jpg,1,0
101799.jpg,1,0
063442.jpg,0,0
060449.jpg,0,0
027465.jpg,0,1
106713.jpg,0,0
099972.jpg,1,0
158289.jpg,0,1
191833.jpg,1,0
085531.jpg,1,0
006600.jpg,0,0
099145.jpg,0,0
088600.jpg,0,1
088666.jpg,0,0
136972.jpg,0,1
028866.jpg,0,0
078134.jpg,0,0
142922.jpg,0,0
104965.jpg,0,0
093435.jpg,0,0
015634.jpg,0,0
153762.jpg,0,0
068211.jpg,0,0
194356.jpg,0,0
090129.jpg,0,1
092064.jpg,0,0
068011.jpg,0,0
035179.jpg,0,0
105010.jpg,0,0
084270.jpg,1,0
138636.jpg,0,0
079527.jpg,0,0
184511.jpg,0,1
102767.jpg,0,0
011683.jpg,1,0
114936.jpg,0,0
124769.jpg,0,0
063401.jpg,0,0
160515.jpg,0,0
040092.jpg,1,1
175973.jpg,0,0
057645.jpg,0,0
102235.jpg,0,0
075591.jpg,0,1
039254.jpg,0,0
143332.jpg,1,0
157644.jpg,0,0
159776.jpg,0,0
023627.jpg,0,1
192691.jpg,0,1
168604.jpg,0,1
028289.jpg,0,0
014375.jpg,1,0
162225.jpg,0,1
201102.jpg,0,0
134564.jpg,0,0
112261.jpg,0,0
087708.jpg,0,1
023466.jpg,1,1
199598.jpg,0,0
189393.jpg,0,1
065011.jpg,0,0
187500.jpg,0,1
043679.jpg,1,1
121900.jpg,0,1
185655.jpg,0,0
105691.jpg,0,0
078948.jpg,0,0
062151.jpg,0,1
122823.jpg,0,0
027750.jpg,0,1
129150.jpg,0,0
159931.jpg,0,0
027945.jpg,1,1
114163.jpg,0,0
063836.jpg,0,0
169727.jpg,1,0
095866.jpg,0,0
014994.jpg,0,0
105805.jpg,0,0
061731.jpg,0,0
200010.jpg,0,0
140340.jpg,0,0
099422.jpg,0,0
095994.jpg,0,0
023265.jpg,0,0
111195.jpg,0,0
200056.jpg,0,1
067955.jpg,0,0
032428.jpg,0,0
061733.jpg,1,1
148132.jpg,0,0
032512.jpg,1,0
151379.jpg,0,1
098042.jpg,1,0
173432.jpg,0,0
074054.jpg,1,0
194981.jpg,0,0
069631.jpg,1,0
032252.jpg,0,1
066089.jpg,1,1
003852.jpg,0,0
009626.jpg,0,0
063467.jpg,0,1
141594.jpg,0,0
117317.jpg,0,0
014689.jpg,0,0
001140.jpg,1,0
130489.jpg,0,0
026946.jpg,0,0
110008.jpg,0,0
022224.jpg,1,0
117859.jpg,0,1
077624.jpg,0,0
001093.jpg,0,0
133263.jpg,0,0
119046.jpg,0,0
127870.jpg,0,1
018485.jpg,0,0
184019.jpg,0,0
014894.jpg,0,0
133671.jpg,0,0
060433.jpg,1,1
022064.jpg,0,0
089609.jpg,0,0
076802.jpg,0,0
035173.jpg,0,0
131299.jpg,0,1
117815.jpg,0,1
184514.jpg,0,0
119386.jpg,1,0
014183.jpg,0,0
133183.jpg,1,0
079386.jpg,0,1
114371.jpg,0,0
122659.jpg,0,1
116480.jpg,0,0
095475.jpg,0,0
027276.jpg,0,0
195817.jpg,0,0
143022.jpg,0,0
143093.jpg,1,0
005000.jpg,0,1
186053.jpg,1,0
193834.jpg,0,1
098472.jpg,1,0
048068.jpg,1,1
017826.jpg,1,1
060617.jpg,1,0
115234.jpg,0,1
094752.jpg,0,0
054403.jpg,0,1
012889.jpg,0,0
065322.jpg,0,1
182564.jpg,0,0
188931.jpg,1,0
025905.jpg,0,0
180670.jpg,0,0
037289.jpg,1,0
174190.jpg,0,0
133748.jpg,0,0
059937.jpg,0,0
068928.jpg,0,0
163522.jpg,0,0
061351.jpg,0,0
190839.jpg,0,0
034855.jpg,0,0
115726.jpg,0,0
191499.jpg,0,0
071229.jpg,0,0
013304.jpg,1,0
133338.jpg,0,0
196746.jpg,0,1
143811.jpg,0,0
025017.jpg,0,0
169497.jpg,0,1
158488.jpg,1,0
115313.jpg,0,0
173235.jpg,0,0
027223.jpg,0,0
201646.jpg,0,0
153566.jpg,1,0
134724.jpg,0,0
189612.jpg,1,0
035518.jpg,1,0
132739.jpg,0,0
152623.jpg,0,1
032139.jpg,0,0
064390.jpg,1,1
182890.jpg,0,1
190912.jpg,0,0
005639.jpg,0,0
184435.jpg,1,0
123421.jpg,1,0
182274.jpg,0,1
119980.jpg,0,0
050776.jpg,0,0
102328.jpg,0,0
116922.jpg,0,0
009914.jpg,0,0
192736.jpg,0,0
182427.jpg,0,0
007960.jpg,0,0
041114.jpg,1,1
034836.jpg,0,0
056257.jpg,0,0
036505.jpg,0,0
008720.jpg,0,0
183938.jpg,0,0
101752.jpg,0,1
166403.jpg,1,1
085859.jpg,1,0
037613.jpg,1,0
146804.jpg,0,1
008830.jpg,0,0
073187.jpg,0,0
177418.jpg,0,1
197547.jpg,0,1
047006.jpg,1,0
199198.jpg,0,0
084409.jpg,1,0
054633.jpg,0,0
034042.jpg,0,1
041299.jpg,0,0
076097.jpg,1,0
144580.jpg,0,0
142319.jpg,0,0
000060.jpg,1,0
198050.jpg,0,0
012104.jpg,0,1
085497.jpg,0,0
077346.jpg,0,0
194953.jpg,0,1
173585.jpg,1,0
038028.jpg,0,1
009336.jpg,0,0
080087.jpg,0,1
042969.jpg,0,0
042719.jpg,0,0
069036.jpg,0,1
049749.jpg,1,0
134088.jpg,0,0
199767.jpg,0,0
107377.jpg,0,1
004644.jpg,0,0
037518.jpg,0,0
166181.jpg,0,0
080372.jpg,0,1
143700.jpg,1,0
185149.jpg,0,0
181340.jpg,0,1
032623.jpg,1,0
070339.jpg,0,1
014429.jpg,0,0
036573.jpg,0,0
060737.jpg,1,0
120921.jpg,1,0
170823.jpg,0,0
122814.jpg,0,1
118722.jpg,0,0
085780.jpg,1,0
112715.jpg,1,0
095124.jpg,0,0
140564.jpg,0,0
014305.jpg,1,1
121320.jpg,0,0
021560.jpg,0,0
007999.jpg,0,0
064210.jpg,0,0
100447.jpg,0,0
024767.jpg,1,0
043698.jpg,0,0
013018.jpg,0,0
120820.jpg,0,0
032722.jpg,0,0
084487.jpg,0,1
171850.jpg,0,0
197864.jpg,0,0
166553.jpg,0,1
143462.jpg,1,0
064513.jpg,0,0
162855.jpg,1,0
112599.jpg,0,1
150392.jpg,0,1
015202.jpg,0,1
011292.jpg,0,0
031722.jpg,1,1
093889.jpg,0,0
029412.jpg,0,0
112694.jpg,0,0
118820.jpg,0,0
045417.jpg,0,1
082262.jpg,0,0
135900.jpg,0,0
026171.jpg,0,0
135523.jpg,0,0
089033.jpg,0,0
025077.jpg,1,0
087129.jpg,0,0
023567.jpg,0,0
008570.jpg,0,0
167646.jpg,1,0
127636.jpg,1,0
075088.jpg,0,0
114943.jpg,0,1
144206.jpg,1,0
033201.jpg,0,0
058028.jpg,0,0
072390.jpg,0,0
020214.jpg,0,1
068459.jpg,0,1
172693.jpg,0,1
142626.jpg,0,0
074542.jpg,1,0
196466.jpg,0,0
059819.jpg,0,1
033650.jpg,1,1
194984.jpg,0,1
114391.jpg,0,0
200094.jpg,0,1
157613.jpg,0,1
105694.jpg,0,0
082035.jpg,0,0
106414.jpg,0,0
036689.jpg,0,0
185254.jpg,0,0
021256.jpg,0,1
173210.jpg,0,0
067988.jpg,1,1
036306.jpg,0,1
034127.jpg,0,0
180526.jpg,0,0
168459.jpg,0,0
018923.jpg,0,0
074778.jpg,0,1
130739.jpg,0,1
111017.jpg,1,1
191081.jpg,0,0
128036.jpg,0,0
023652.jpg,0,0
105337.jpg,0,0
033789.jpg,0,0
078858.jpg,1,0
080419.jpg,1,0
075174.jpg,0,0
163021.jpg,0,0
006755.jpg,1,0
140824.jpg,0,0
092705.jpg,1,0
103171.jpg,0,0
184548.jpg,0,1
189760.jpg,0,0
153203.jpg,0,0
085739.jpg,0,0
163919.jpg,0,1
129181.jpg,0,1
005862.jpg,0,0
074264.jpg,0,1
160745.jpg,1,0
094416.jpg,0,0
002079.jpg,0,1
169054.jpg,0,0
006120.jpg,0,0
097089.jpg,0,0
193411.jpg,0,0
141871.jpg,0,1
065388.jpg,0,0
077077.jpg,0,0
196943.jpg,0,1
142417.jpg,1,1
181559.jpg,1,1
000233.jpg,0,1
136605.jpg,1,0
100066.jpg,1,0
199168.jpg,0,1
084895.jpg,0,0
027980.jpg,0,0
198520.jpg,0,0
180313.jpg,0,0
162083.jpg,1,0
013919.jpg,0,0
026072.jpg,0,0
165424.jpg,0,1
115429.jpg,0,0
139077.jpg,1,0
122268.jpg,0,1
006960.jpg,0,1
132367.jpg,0,0
072660.jpg,1,1
026658.jpg,0,0
104834.jpg,0,0
018980.jpg,0,0
187312.jpg,0,0
097313.jpg,0,0
051438.jpg,0,0
180481.jpg,0,0
159186.jpg,0,0
071599.jpg,0,1
120858.jpg,0,0
150749.jpg,0,1
064342.jpg,0,0
116881.jpg,0,0
183878.jpg,0,1
070554.jpg,0,1
112596.jpg,0,1
123029.jpg,0,0
041542.jpg,0,0
172289.jpg,0,1
060125.jpg,0,1
188866.jpg,0,0
080355.jpg,1,0
084447.jpg,0,1
180225.jpg,0,0
099276.jpg,0,0
090426.jpg,0,0
125394.jpg,0,0
138288.jpg,0,0
175578.jpg,1,1
064403.jpg,0,1
046827.jpg,0,0
020442.jpg,0,0
039319.jpg,0,0
168315.jpg,0,0
054033.jpg,0,0
056790.jpg,1,0
107991.jpg,0,1
011875.jpg,1,1
083123.jpg,0,1
111118.jpg,0,0
195294.jpg,1,0
159206.jpg,0,0
125698.jpg,0,0
009760.jpg,0,0
193066.jpg,1,0
152435.jpg,0,0
109915.jpg,0,0
028814.jpg,1,0
019876.jpg,0,0
050056.jpg,0,0
144022.jpg,0,0
169571.jpg,1,0
156308.jpg,0,0
130542.jpg,0,0
201762.jpg,0,1
154499.jpg,0,0
067742.jpg,0,0
111896.jpg,0,0
020333.jpg,0,0
108545.jpg,0,0
062975.jpg,1,1
185711.jpg,0,0
118754.jpg,0,1
026763.jpg,1,0
131427.jpg,0,0
006660.jpg,0,1
037888.jpg,0,0
104183.jpg,0,1
044210.jpg,0,0
112076.jpg,0,1
083299.jpg,1,0
128234.jpg,1,0
108740.jpg,0,1
041807.jpg,1,0
112827.jpg,0,0
156863.jpg,0,1
011264.jpg,0,1
130155.jpg,0,0
083362.jpg,0,1
018128.jpg,0,0
176343.jpg,0,1
035190.jpg,0,0
146307.jpg,0,0
183523.jpg,0,1
190766.jpg,1,1
136008.jpg,1,1
180672.jpg,0,0
028100.jpg,0,1
043992.jpg,0,0
007047.jpg,0,0
168360.jpg,1,0
094636.jpg,0,0
031361.jpg,0,0
013156.jpg,0,0
175084.jpg,0,0
004017.jpg,0,1
181272.jpg,1,0
185664.jpg,0,1
131618.jpg,0,0
031897.jpg,0,0
192040.jpg,0,0
201634.jpg,0,0
109774.jpg,0,1
102440.jpg,0,1
114095.jpg,1,0
070693.jpg,0,0
057126.jpg,0,0
131991.jpg,0,0
018606.jpg,1,0
093818.jpg,0,0
052863.jpg,1,0
168171.jpg,1,0
005333.jpg,1,0
090304.jpg,0,0
153791.jpg,1,1
015475.jpg,0,1
178212.jpg,0,0
042254.jpg,0,0
083246.jpg,1,0
041931.jpg,0,0
018965.jpg,0,0
061558.jpg,0,0
104964.jpg,1,0
114476.jpg,0,0
037466.jpg,0,0
045288.jpg,0,0
047770.jpg,0,1
128382.jpg,0,0
003681.jpg,0,1
050491.jpg,0,0
026036.jpg,0,0
005883.jpg,0,1
173578.jpg,1,1
067522.jpg,0,0
105331.jpg,0,0
025440.jpg,0,0
062555.jpg,0,1
100563.jpg,0,1
114041.jpg,0,0
138569.jpg,0,0
130400.jpg,0,0
112431.jpg,0,0
196379.jpg,0,0
151173.jpg,0,0
033306.jpg,0,0
095870.jpg,1,0
056095.jpg,0,0
022352.jpg,0,0
124170.jpg,0,1
144592.jpg,0,0
022787.jpg,0,0
183672.jpg,0,0
026470.jpg,1,0
020762.jpg,0,0
038192.jpg,0,1
013039.jpg,1,0
016357.jpg,0,0
084629.jpg,0,0
085815.jpg,1,0
123359.jpg,0,1
186690.jpg,0,0
076240.jpg,1,0
137018.jpg,0,0
130703.jpg,0,0
169011.jpg,0,0
049728.jpg,0,0
071068.jpg,1,0
033439.jpg,0,1
159652.jpg,0,0
170972.jpg,0,1
072852.jpg,0,1
198691.jpg,0,0
022218.jpg,0,0
135482.jpg,0,1
086991.jpg,0,0
176651.jpg,1,0
108495.jpg,0,0
152347.jpg,0,1
162775.jpg,0,1
035762.jpg,1,0
101287.jpg,0,0
053480.jpg,1,0
047101.jpg,0,1
065100.jpg,1,0
052577.jpg,0,0
016960.jpg,0,1
194726.jpg,0,1
132836.jpg,0,0
165403.jpg,0,0
033106.jpg,0,0
174753.jpg,0,0
033948.jpg,0,0
055524.jpg,0,1
010356.jpg,0,1
156650.jpg,0,1
068692.jpg,0,0
124896.jpg,0,0
079670.jpg,1,1
184333.jpg,0,1
162805.jpg,0,0
017701.jpg,1,0
093383.jpg,0,0
189541.jpg,0,0
091307.jpg,0,1
039680.jpg,0,0
187446.jpg,0,1
000613.jpg,0,0
038340.jpg,0,0
185875.jpg,1,1
127145.jpg,0,0
102699.jpg,0,0
143402.jpg,1,1
198349.jpg,0,0
169643.jpg,0,1
069324.jpg,1,0
088908.jpg,0,0
074961.jpg,0,0
119912.jpg,0,0
095296.jpg,0,0
180752.jpg,1,0
090926.jpg,1,1
047500.jpg,0,0
191805.jpg,0,0
120546.jpg,1,0
100615.jpg,1,0
042046.jpg,1,0
079419.jpg,0,0
194282.jpg,0,0
129006.jpg,0,0
131010.jpg,0,0
144466.jpg,0,0
036826.jpg,0,0
062729.jpg,1,1
074856.jpg,0,0
010847.jpg,0,0
003113.jpg,0,0
130654.jpg,0,1
018568.jpg,0,0
051259.jpg,0,0
160385.jpg,1,1
086753.jpg,0,1
150306.jpg,0,0
115232.jpg,0,0
105186.jpg,1,0
145593.jpg,1,0
155620.jpg,0,0
132869.jpg,0,0
071719.jpg,0,0
194013.jpg,1,0
140129.jpg,0,1
